Analyse 1,Algebre 1,Electrostatique et Magnetostatique,Mecanique du Point,Architecture des Ordinateurs,Tec1,Electrocinetique et Optique Geometrique,Analyse2,Outils Informatiques,Algebre 2,Chimie Generale,Tec2 et Anglais,Mecanique du Solide,Algebre 3,Analyse 3,Thermodynamique et Statique des Fluides,Tec et Anglais 2,Electromagnetisme et Optique Physique,Electronique,Analyse 4,Probabilites et Statistiques,Programmation C,Dao et Materiaux,Organisation Entreprise et Economie,Moyenne,Moyenne de Baccalaureat,Region d'Origine,Filiere choisie
15,14,9,9,14,9,9,15,10,12,15,9,15,12,11,15,13,9,15,15,11,13,12,15,12.333333333333334,17.462007511222716,Fes-Meknes,Genie de Procedes de l'Energie et de l'Environnement
11,11,14,10,9,14,11,12,15,14,15,15,13,14,14,15,15,13,13,11,10,10,12,13,12.666666666666666,15.713340664167792,Draa-Tafilalet,Genie de Procedes de l'Energie et de l'Environnement
9,9,15,14,15,13,14,14,13,10,15,11,14,11,13,15,13,10,10,14,13,14,11,12,12.583333333333334,16.86094563782576,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,12,12,15,15,9,10,9,14,13,15,13,9,12,10,15,13,13,9,12,14,15,15,15,12.5,15.11212237960724,Souss-Massa,Genie Civil(BTP)
14,12,10,13,12,10,12,15,14,15,14,10,11,12,14,10,14,15,14,10,13,14,14,13,12.708333333333334,16.224726469641222,Souss-Massa,Genie Industriel
13,11,12,12,11,14,12,15,9,11,15,14,10,9,9,15,10,13,13,14,15,11,13,10,12.125,16.92534547817137,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
14,12,10,15,10,11,13,12,15,11,12,15,15,9,13,15,9,13,15,13,11,12,15,12,12.583333333333334,14.013004564696898,Marrakech-Safi,Genie Civil(BTP)
10,12,9,13,9,14,10,9,15,15,15,9,9,12,10,15,10,12,12,12,12,10,9,10,11.375,12.394450533972002,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
10,14,9,12,14,15,10,13,10,15,15,15,10,13,13,15,9,13,14,15,13,11,15,11,12.666666666666666,16.168099146991587,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,14,15,11,14,11,9,15,9,15,15,14,12,15,14,15,13,9,15,9,10,13,13,11,12.75,16.05773328164684,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,15,12,11,12,14,13,11,15,12,14,9,12,12,14,14,9,15,15,10,15,15,15,14,13.0,15.19888566322108,Oriental,Genie Industriel
13,12,9,12,12,10,13,12,14,15,15,12,9,13,14,15,11,9,12,15,11,13,12,14,12.375,12.495228486476988,Draa-Tafilalet,Genie de Procedes de l'Energie et de l'Environnement
14,12,12,15,12,15,9,12,9,10,9,11,13,15,14,15,11,13,13,15,14,12,15,15,12.708333333333334,16.513714926207715,Souss-Massa,Genie Civil(BTP)
13,15,13,15,12,12,15,13,13,14,10,15,12,10,10,15,13,9,13,15,9,12,15,13,12.75,16.330528505358807,Souss-Massa,Genie Civil(BTP)
14,12,13,10,10,15,11,9,14,10,15,10,10,10,10,15,15,11,10,10,14,15,9,10,11.75,16.84071162812264,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,14,11,9,15,9,15,14,10,10,15,9,11,11,10,15,9,10,11,9,13,11,15,11,11.5,15.839273158095828,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
10,11,15,15,10,14,15,13,14,13,15,9,14,14,9,15,10,13,11,10,15,15,10,15,12.708333333333334,16.564864407818074,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
10,12,10,15,9,15,13,10,14,9,11,9,11,14,14,15,14,15,12,14,14,13,15,10,12.416666666666666,17.948063319436994,Souss-Massa,Genie Mecanique
11,9,12,11,11,12,15,10,11,15,15,14,15,15,15,15,14,11,11,13,12,15,9,12,12.625,17.442247523038436,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,10,14,13,13,12,13,15,14,9,15,11,10,12,10,11,12,13,15,13,11,15,15,10,12.416666666666666,16.18418759660443,Oriental,Genie Industriel
13,15,15,9,15,15,15,9,15,12,9,12,9,14,13,9,14,13,15,10,9,11,9,12,12.166666666666666,16.518441244852205,Souss-Massa,Genie Electrique
13,11,13,9,11,9,9,10,11,12,15,13,10,12,9,15,15,12,14,13,12,10,13,15,11.916666666666666,17.941979691624688,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
11,11,11,14,11,12,11,10,14,10,15,14,9,9,10,15,15,14,10,15,9,11,14,10,11.875,17.145503027348727,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
14,13,13,12,11,14,14,10,13,10,15,9,10,9,12,15,12,11,11,11,11,15,15,9,12.041666666666666,16.010703720424964,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,10,10,12,13,12,12,9,9,14,15,11,11,11,9,15,11,13,15,12,15,13,13,12,11.958333333333334,16.716964796804607,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
13,11,15,10,13,13,15,9,12,10,14,15,11,11,10,15,15,12,14,15,10,12,12,15,12.583333333333334,15.861577941548775,Rabat-Sale-Kenitra,Genie Electrique
14,9,9,15,11,10,13,10,13,12,10,14,13,12,13,15,15,12,11,13,13,13,15,10,12.291666666666666,15.232078267853796,Rabat-Sale-Kenitra,Genie Civil(BTP)
14,9,11,12,13,11,9,10,12,14,15,10,12,12,11,15,14,13,14,11,10,15,9,13,12.041666666666666,15.197873116015986,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
14,14,11,15,15,11,14,14,13,10,10,11,11,10,10,15,12,13,10,13,13,14,15,12,12.5,16.02376161856288,Tanger-Tetouan-Al Hoceima,Genie Civil(BTP)
12,12,15,11,12,14,11,9,10,12,15,12,11,13,15,15,9,12,12,9,9,11,14,11,11.916666666666666,13.173625306012685,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,11,14,12,13,12,13,14,13,11,15,14,14,14,14,15,14,10,15,13,13,10,11,13,12.791666666666666,15.381363455575794,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,11,9,10,15,12,11,13,11,12,15,13,12,14,13,15,11,15,13,14,13,15,13,9,12.583333333333334,17.146507276436544,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,14,13,10,11,10,11,10,14,15,15,13,13,14,15,13,14,11,14,15,14,12,15,11,12.833333333333334,15.101506159476743,Fes-Meknes,Genie Industriel
11,13,10,10,14,14,11,12,10,14,15,9,9,10,12,15,9,13,11,12,15,13,12,11,11.875,16.17010227327658,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
10,13,12,14,11,10,11,11,14,13,15,10,10,9,14,15,15,15,14,10,12,14,12,12,12.333333333333334,17.148482746457834,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,15,12,13,10,10,9,9,15,11,15,11,14,11,11,11,9,9,15,10,13,13,15,10,11.791666666666666,17.233444481414217,Marrakech-Safi,Genie Industriel
15,14,15,15,12,13,15,12,9,15,12,13,9,14,14,10,14,15,14,12,9,11,13,15,12.916666666666666,17.771187542260254,Souss-Massa,Genie Electrique
14,12,15,11,15,9,15,14,15,12,11,11,13,13,14,14,15,9,14,9,15,15,12,12,12.875,17.255669058062455,Casablanca-Settat,Genie Informatique
12,10,9,15,10,15,12,12,14,13,15,9,11,13,15,13,9,9,14,12,10,12,15,14,12.208333333333334,15.566385928131474,Souss-Massa,Genie Industriel
14,15,9,9,10,10,9,15,10,15,15,11,13,15,14,15,11,9,14,11,9,13,10,14,12.083333333333334,17.02944305767789,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,13,15,13,10,13,12,13,9,10,15,10,12,9,15,15,12,13,13,9,10,9,13,12,11.916666666666666,15.16042641782376,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,14,9,15,13,10,9,11,15,12,14,9,10,14,10,12,11,15,15,11,15,9,15,11,12.166666666666666,15.342582571444575,Beni Mellal-Khenifra,Genie Industriel
14,12,15,11,10,12,15,14,10,11,15,11,15,9,15,15,12,14,12,13,10,14,9,13,12.541666666666666,13.48694136042139,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
15,12,13,11,13,14,15,14,14,12,15,14,15,12,12,15,10,10,15,14,15,13,9,14,13.166666666666666,13.231386844209544,Dakhla-Oued Ed-Dahab,Genie de Procedes de l'Energie et de l'Environnement
11,11,10,9,9,13,10,10,14,13,15,12,13,15,12,15,12,13,12,9,15,15,11,14,12.208333333333334,17.582957231278733,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,10,10,15,15,9,9,11,10,13,15,13,13,10,14,15,14,13,15,14,15,12,11,14,12.541666666666666,17.073711926652965,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
13,11,10,15,12,15,11,14,15,15,14,13,12,15,12,9,10,9,14,10,11,15,15,9,12.458333333333334,15.921909264852044,Guelmim-Oued Noun,Genie Industriel
10,12,13,11,10,9,15,12,15,9,15,9,11,9,12,15,10,10,14,13,10,9,11,11,11.458333333333334,15.49785810107356,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,10,12,9,14,11,13,10,15,15,15,13,12,11,15,9,10,12,15,14,14,12,14,11,12.5,12.19997314773391,Souss-Massa,Genie Industriel
10,10,9,15,11,12,10,11,13,12,10,15,10,14,10,15,11,15,13,10,11,14,14,14,12.041666666666666,17.876706114072235,Souss-Massa,Genie Mecanique
12,14,10,13,14,9,10,13,13,12,15,10,12,15,10,15,13,10,14,15,15,13,10,9,12.333333333333334,16.378893181479395,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
11,13,15,13,9,9,12,15,14,14,15,13,12,13,14,15,12,13,12,15,15,13,14,11,13.0,16.19634813218813,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,13,13,14,13,10,12,15,14,14,15,10,11,15,10,11,13,14,14,15,14,11,15,11,12.75,17.195424389066748,Tanger-Tetouan-Al Hoceima,Genie Industriel
15,13,9,15,15,15,14,9,9,13,15,10,9,10,9,15,11,9,15,9,10,13,13,15,12.083333333333334,15.39888240877293,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
9,11,9,15,9,9,10,13,10,13,10,13,14,10,9,15,13,14,9,12,9,13,14,14,11.541666666666666,15.86849796306928,Souss-Massa,Genie Mecanique
14,14,10,12,13,14,12,9,13,14,15,10,11,10,10,15,9,12,14,12,10,15,10,11,12.041666666666666,17.77894319308486,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
10,9,13,13,14,9,15,15,14,13,14,11,13,10,11,9,12,12,14,10,10,9,14,11,11.875,18.473173467684703,Souss-Massa,Genie Industriel
10,14,11,12,11,11,9,9,11,13,15,9,15,12,12,15,14,14,10,9,14,12,13,9,11.833333333333334,16.97317435297407,Oriental,Genie de Procedes de l'Energie et de l'Environnement
15,9,12,11,9,15,10,11,9,12,15,14,13,13,11,15,10,13,10,9,11,13,15,14,12.041666666666666,17.195139481621645,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
11,13,10,13,10,10,13,10,15,15,15,10,15,15,11,15,9,9,9,9,12,12,14,10,11.875,14.973992444183882,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,12,10,13,9,15,14,15,9,10,15,13,13,9,13,15,13,15,11,11,10,13,9,11,12.0,16.30633624958746,Casablanca-Settat,Genie de Procedes de l'Energie et de l'Environnement
13,14,11,15,12,9,9,9,11,15,10,14,15,13,10,15,13,9,13,15,13,15,15,13,12.541666666666666,17.264039887105394,Casablanca-Settat,Genie Civil(BTP)
15,10,10,11,11,9,14,12,11,14,15,13,10,12,10,15,10,14,11,12,9,11,10,12,11.708333333333334,15.994318797429072,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,11,9,14,11,14,9,9,13,9,15,9,14,14,15,15,15,12,10,11,10,9,10,9,11.5,17.026891891981563,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,11,10,9,12,10,15,14,15,9,14,9,11,13,13,9,15,14,14,9,11,9,14,13,11.916666666666666,17.6439644672452,Souss-Massa,Genie Industriel
11,14,10,10,14,11,11,11,14,11,15,15,13,9,12,15,11,15,11,14,12,13,9,10,12.125,16.284281925302952,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,14,15,15,10,15,10,11,14,15,15,9,11,13,10,15,11,11,14,13,10,14,14,11,12.708333333333334,13.486376230496903,Souss-Massa,Genie Industriel
14,13,12,12,13,11,11,12,14,10,15,11,12,9,9,13,12,11,14,10,14,10,15,11,12.0,17.861425377996653,Casablanca-Settat,Genie Industriel
10,13,15,14,10,11,15,15,13,9,13,10,9,9,9,13,14,11,15,11,10,11,12,15,11.958333333333334,15.570217513022753,Souss-Massa,Genie Electrique
11,14,9,15,13,9,9,11,13,15,15,14,14,12,13,15,10,9,13,9,10,10,9,9,11.708333333333334,16.47524848726704,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
14,13,11,12,11,15,13,10,15,11,15,13,11,12,10,15,14,15,12,11,10,10,12,15,12.5,16.353453895055438,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,15,13,15,14,15,13,13,14,15,9,14,11,9,9,15,13,14,10,14,9,9,14,10,12.5,16.78114551587172,Souss-Massa,Genie Mecanique
15,13,9,12,14,10,11,14,14,15,15,9,11,9,11,15,10,11,12,14,14,13,9,14,12.25,15.259398659132078,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
10,12,13,14,11,12,14,15,9,11,15,15,11,12,15,15,12,14,13,10,9,10,14,10,12.333333333333334,17.196543107298794,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,11,14,13,13,11,15,11,14,9,15,14,10,10,12,15,15,14,13,15,11,10,13,12,12.708333333333334,15.231238680191472,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,10,9,10,12,11,15,12,14,11,15,11,15,9,14,15,14,9,15,14,15,12,15,14,12.5,16.764348928177178,Souss-Massa,Genie Industriel
9,13,9,14,15,10,10,11,13,12,15,14,10,11,9,15,14,10,11,10,15,12,13,12,11.958333333333334,17.237142568937106,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,10,12,15,12,9,11,10,12,14,15,14,9,11,15,15,12,9,11,11,10,11,13,11,11.875,12.922530709898409,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
9,12,14,15,13,14,14,9,15,12,15,15,11,10,13,15,15,15,13,11,9,9,15,13,12.75,16.372767234384153,Oriental,Genie Mecanique
15,9,9,11,10,9,11,10,13,12,15,14,9,11,13,15,11,9,15,13,11,14,12,12,11.791666666666666,17.469772385486102,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,13,14,11,12,14,11,11,14,15,15,10,11,9,12,15,15,15,14,12,9,10,9,13,12.458333333333334,16.88036119265508,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,12,11,11,10,12,9,15,9,14,15,13,9,14,15,15,13,11,10,11,13,13,9,9,11.875,13.655113722670308,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
9,14,11,15,9,11,15,13,12,9,15,13,10,13,11,15,9,14,14,10,15,13,14,13,12.375,12.719431371431352,Souss-Massa,Genie Mecanique
14,13,10,11,11,13,10,14,11,14,15,9,13,14,14,15,13,15,15,13,9,11,12,12,12.541666666666666,18.287528714159336,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,13,9,11,14,11,15,11,9,12,15,9,10,11,11,15,10,12,12,9,10,15,10,12,11.666666666666666,13.35684280920465,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,11,11,11,9,9,15,10,15,13,14,13,10,15,13,12,11,15,15,12,13,10,15,10,12.333333333333334,12.055696458482078,Souss-Massa,Genie Industriel
13,9,9,10,11,10,12,13,14,13,15,14,11,13,14,9,13,13,14,14,11,9,15,13,12.166666666666666,13.005044514134042,Laayoune-Sakia El Hamra,Genie Industriel
13,12,9,14,12,10,11,13,15,15,15,11,12,15,12,10,11,15,15,9,11,10,15,15,12.5,15.97908149633551,Tanger-Tetouan-Al Hoceima,Genie Industriel
14,13,9,9,13,9,11,13,12,11,15,10,13,9,11,15,10,14,14,12,15,11,13,11,11.958333333333334,15.462531834143668,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
10,12,12,12,10,9,12,14,15,10,14,13,14,15,15,11,9,12,14,15,11,9,15,12,12.291666666666666,17.228335519415293,Souss-Massa,Genie Industriel
12,15,14,11,12,9,15,12,11,12,15,15,14,15,12,15,13,10,13,11,10,15,14,12,12.791666666666666,15.608242712640994,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
13,13,13,13,11,15,11,13,15,11,15,13,10,14,11,10,14,10,15,13,9,9,15,12,12.416666666666666,15.058870890048992,Marrakech-Safi,Genie Industriel
13,12,10,11,13,15,9,13,14,9,15,11,9,12,11,15,12,13,13,9,9,9,13,10,11.666666666666666,15.281221520230924,Oriental,Genie de Procedes de l'Energie et de l'Environnement
14,15,9,12,14,9,15,11,12,10,15,12,13,15,12,15,13,11,15,11,11,10,12,9,12.291666666666666,14.219075376480664,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
10,15,11,10,9,13,9,15,14,11,14,15,15,15,11,12,12,9,15,14,9,15,15,10,12.416666666666666,16.553672804543115,Casablanca-Settat,Genie Industriel
9,9,14,13,10,10,14,9,11,12,15,13,11,12,11,15,10,14,12,13,10,15,15,13,12.083333333333334,15.281012379890896,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,14,10,11,13,14,10,11,15,13,15,9,12,10,10,15,13,10,9,9,12,14,14,11,12.041666666666666,16.19877936836772,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,14,14,9,13,14,9,13,15,9,14,9,11,15,11,13,15,15,15,9,10,9,14,13,12.416666666666666,15.71394392749436,Rabat-Sale-Kenitra,Genie Industriel
15,10,15,10,14,12,13,14,9,11,15,12,11,13,10,15,9,10,9,11,15,11,11,10,11.875,16.438498340115533,Fes-Meknes,Genie de Procedes de l'Energie et de l'Environnement
9,13,14,12,9,9,10,14,10,15,15,11,11,13,13,15,9,9,14,11,11,14,12,13,11.916666666666666,13.404182160421971,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,12,14,12,11,15,11,14,11,14,15,15,9,9,15,15,15,12,9,9,10,12,13,14,12.333333333333334,13.001930431358849,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
13,13,15,12,10,14,15,10,10,15,15,9,9,15,13,15,12,9,10,9,12,9,13,15,12.166666666666666,16.77917237888282,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
15,12,9,15,13,15,13,13,11,12,15,13,12,11,11,15,11,14,13,12,14,10,10,9,12.416666666666666,15.64613232311793,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,9,14,12,9,14,15,13,14,11,15,10,11,14,9,15,13,9,13,9,15,14,11,13,12.333333333333334,15.019748358930148,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
14,10,9,12,10,12,9,12,10,9,15,11,14,9,11,15,10,15,14,11,13,14,15,15,12.041666666666666,15.706288578770367,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,12,10,14,15,13,9,14,9,13,15,12,11,9,12,15,15,15,9,9,11,12,13,9,11.916666666666666,13.238811218536856,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,13,13,11,15,9,9,14,12,15,15,13,13,9,10,15,11,10,9,11,10,9,15,13,11.916666666666666,16.22975664486952,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
9,15,9,13,13,15,12,11,13,10,15,13,10,10,13,15,14,10,9,13,12,15,9,9,11.958333333333334,16.068927349990872,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
10,13,13,10,9,13,10,9,13,9,15,9,15,13,9,15,14,13,10,11,9,13,11,10,11.5,14.885794859146252,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,11,15,11,10,15,12,13,14,14,15,10,12,10,10,12,15,15,15,15,9,15,15,9,12.791666666666666,12.110070846400438,Casablanca-Settat,Genie Industriel
13,15,15,14,14,10,10,15,10,14,15,12,13,15,12,15,10,14,9,10,12,10,15,10,12.583333333333334,15.841575785675063,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
13,15,14,11,15,9,10,15,15,9,15,14,11,15,15,10,14,10,15,11,10,15,15,12,12.833333333333334,17.89787553532381,Souss-Massa,Genie Industriel
13,15,10,9,10,11,14,14,15,14,15,11,13,12,11,15,9,11,10,14,14,11,11,14,12.333333333333334,17.0497667113441,Oriental,Genie de Procedes de l'Energie et de l'Environnement
9,14,15,15,12,12,15,12,15,10,14,14,10,15,9,10,14,12,14,9,14,12,15,14,12.708333333333334,17.31624247478261,Fes-Meknes,Genie Electrique
9,12,10,11,10,12,14,15,11,13,15,9,10,15,15,15,11,14,10,14,11,15,13,12,12.333333333333334,15.482290413061763,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
14,15,14,15,11,14,10,10,14,11,15,13,9,13,14,15,10,10,9,14,12,14,10,14,12.5,15.813135105229788,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
12,13,14,13,14,15,13,13,9,9,15,13,12,10,11,15,14,15,12,14,9,15,14,15,12.875,15.597859147630544,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
15,10,15,14,9,12,15,13,11,11,15,15,11,13,9,15,12,10,10,15,13,10,10,15,12.416666666666666,17.30267023929605,Beni Mellal-Khenifra,Genie de Procedes de l'Energie et de l'Environnement
9,10,11,15,14,11,12,10,9,11,13,9,13,12,10,15,13,10,11,10,9,14,15,13,11.625,13.29279202451332,Casablanca-Settat,Genie Civil(BTP)
15,9,11,15,15,11,14,10,10,12,10,10,12,12,10,15,9,11,15,10,11,12,15,13,11.958333333333334,14.097400983291587,Souss-Massa,Genie Civil(BTP)
12,11,9,15,11,11,15,13,15,11,9,13,12,11,14,15,15,15,11,12,14,10,14,11,12.458333333333334,15.083518709103355,Casablanca-Settat,Genie Mecanique
14,10,15,13,14,14,15,15,11,13,10,14,13,10,15,11,14,11,15,15,10,14,10,13,12.875,17.27256922515291,Guelmim-Oued Noun,Genie Electrique
12,13,15,15,14,13,15,12,10,11,15,13,15,10,12,15,11,10,12,10,9,15,13,14,12.666666666666666,17.798757213501773,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
14,14,11,15,12,14,15,11,13,10,10,14,12,14,10,15,10,15,14,14,10,12,14,14,12.791666666666666,12.895927888064486,Rabat-Sale-Kenitra,Genie Mecanique
12,11,12,12,11,14,10,9,14,14,15,13,14,9,12,14,10,9,14,10,11,14,14,10,12.0,16.754529443398166,Marrakech-Safi,Genie Industriel
10,14,10,14,10,9,12,13,14,15,15,12,10,12,11,15,15,14,15,12,15,15,12,15,12.875,15.916237288932376,Rabat-Sale-Kenitra,Genie de Procedes de l'Energie et de l'Environnement
9,11,15,12,13,9,15,10,13,9,15,10,13,11,14,15,14,14,14,11,14,12,13,13,12.458333333333334,15.393991759965436,Guelmim-Oued Noun,Genie Electrique
9,9,9,10,11,13,9,10,15,10,15,11,11,15,15,15,11,15,13,10,14,13,9,10,11.75,16.73364004199935,Marrakech-Safi,Genie de Procedes de l'Energie et de l'Environnement
14,11,15,12,15,14,13,11,15,15,15,10,11,13,13,15,13,10,14,14,11,9,12,11,12.75,16.27472943668706,Guelmim-Oued Noun,Genie de Procedes de l'Energie et de l'Environnement
12,10,12,10,12,11,9,14,12,13,15,12,15,9,9,15,9,14,10,9,9,11,13,15,11.666666666666666,13.941805378758923,Laayoune-Sakia El Hamra,Genie de Procedes de l'Energie et de l'Environnement
11,9,15,15,9,9,15,10,14,15,14,15,11,11,9,9,15,11,15,12,15,9,13,10,12.125,14.86381740861884,Guelmim-Oued Noun,Genie Electrique
11,15,15,13,9,15,15,10,11,10,13,15,9,13,11,9,14,13,14,9,14,13,11,10,12.166666666666666,17.952467525253354,Souss-Massa,Genie Electrique
10,15,10,10,15,15,9,14,15,15,14,9,10,14,13,10,13,10,15,10,11,15,14,13,12.458333333333334,16.419856786145235,Oriental,Genie Industriel
11,10,12,14,10,11,13,11,14,12,14,15,12,14,9,13,14,14,15,14,11,15,14,15,12.791666666666666,15.23650698865574,Souss-Massa,Genie Industriel
15,15,10,15,14,9,10,11,11,12,14,13,14,10,11,15,11,10,13,12,14,14,15,12,12.5,15.616483959622718,Fes-Meknes,Genie Civil(BTP)
12,13,9,15,15,15,10,13,11,14,15,11,9,9,11,15,15,12,13,15,15,9,15,10,12.541666666666666,13.723774618348806,Souss-Massa,Genie Civil(BTP)
14,15,15,9,11,15,10,14,14,15,15,14,10,14,15,15,12,9,12,12,12,12,13,14,12.958333333333334,15.180078165541142,Souss-Massa,Genie de Procedes de l'Energie et de l'Environnement
